#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
コンガＳレジスト,0,2,4,0,4,7,19,77,-3,2,2,0,4,細菌学,3,特殊攻撃,1,食いしん坊,2,腹減り,-2,,,桃毛獣の剛毛,3,コンガの剛毛,4,獣骨,6,ドスヘラクレス,3
ランポスＳメイル,0,1,4,1,4,7,38,117,0,0,0,-5,3,匠,2,攻撃,3,麻痺,-2,気絶,2,,,ランポスの尖爪,4,ランポスの上皮,3,強靭な鳥竜皮,3,カブレライト鉱石,2
ランポスＳレジスト,0,2,4,1,4,7,19,77,1,1,1,-4,4,攻撃,2,装填数,1,麻痺,-2,気絶,2,,,ランポスの尖爪,4,ランポスの上皮,3,強靭な鳥竜皮,3,カブレライト鉱石,2
クックＳメイル,0,1,4,2,4,99,43,118,3,0,-2,-4,2,攻撃,3,火耐性,4,,,,,,,怪鳥の上鱗,2,怪鳥の堅殻,3,怪鳥の翼膜,1,上竜骨,3
クックＳレジスト,0,2,4,2,4,99,21,78,4,1,-1,-3,3,攻撃,3,火耐性,4,,,,,,,怪鳥の上鱗,2,怪鳥の堅殻,3,怪鳥の翼膜,1,上竜骨,3
ランゴメイル,0,1,4,1,4,99,36,117,-5,-5,2,-4,2,特殊攻撃,2,毒,-2,麻痺,2,,,,,ランゴスタの薄羽,5,飛甲虫の羽,6,上質な腹袋,2,,
ランゴレジスト,0,2,4,1,4,99,18,77,-4,-4,3,-3,3,特殊攻撃,2,毒,-2,麻痺,2,,,,,ランゴスタの薄羽,5,飛甲虫の羽,6,上質な腹袋,2,,
ガレオスメイル,0,1,4,2,4,7,40,117,-3,2,-4,2,0,千里眼,2,耐暑,2,腹減り,2,気絶,-1,,,砂竜の上鱗,2,砂竜の上ヒレ,2,ライトクリスタル,2,鉄鉱石,10
ガレオスレジスト,0,2,4,2,4,7,20,77,-2,3,-3,3,1,千里眼,3,耐暑,2,腹減り,2,気絶,-1,,,砂竜の上鱗,2,砂竜の上ヒレ,2,ライトクリスタル,2,鉄鉱石,10
ラングロメイル,0,1,4,1,5,99,47,120,1,-3,0,-1,1,細菌学,3,回避性能,2,耐寒,-3,耐震,1,,,赤甲獣の堅殻,4,堅牢な骨,2,カブレライト鉱石,3,,
ラングロレジスト,0,2,4,1,5,99,24,79,2,-2,1,0,2,細菌学,3,回避性能,2,耐寒,-3,耐震,1,,,赤甲獣の堅殻,4,堅牢な骨,2,カブレライト鉱石,3,,
ザザミメイル,0,1,4,2,4,7,40,117,-3,3,-4,0,1,防御,1,ガード性能,2,雷耐性,-2,,,,,盾蟹の堅殻,3,盾蟹の尖爪,1,ドスヘラクレス,3,堅牢な骨,3
ザザミレジスト,0,2,4,2,4,7,20,77,-2,4,-3,1,2,防御,1,精密射撃,2,雷耐性,-2,,,,,盾蟹の堅殻,3,盾蟹の尖爪,1,ドスヘラクレス,3,堅牢な骨,3
ペッコメイル,0,1,4,1,4,7,36,117,2,-1,0,-3,0,氷耐性,-2,観察眼,2,広域,2,笛,2,,,徹甲虫の薄羽,3,極彩色の羽根,1,モンスターの濃汁,2,,
ペッコレジスト,0,2,4,1,4,7,18,77,3,0,1,-2,1,氷耐性,-2,観察眼,2,広域,2,笛,2,,,徹甲虫の薄羽,3,極彩色の羽根,1,モンスターの濃汁,2,,
ガノスメイル,0,1,4,0,99,4,20,122,-4,3,-5,2,2,捕獲,3,スタミナ,2,耐暑,3,高速設置,1,,,水竜のヒレ,3,鮫肌の鱗,2,モンスターの体液,2,,
ガノスレジスト,0,2,4,0,99,4,10,76,-3,4,-4,3,3,捕獲,3,スタミナ,2,耐暑,3,高速設置,1,,,水竜のヒレ,3,鮫肌の鱗,2,モンスターの体液,2,,
レザーＳメイル,0,1,4,1,4,7,22,114,-2,0,0,0,2,採取,3,運気,-1,高速収集,2,,,,,上質な毛皮,1,上竜骨,2,カブレライト鉱石,1,,
レザーＳレジスト,0,2,4,1,4,7,11,75,-1,1,1,1,3,採取,3,運気,-1,高速収集,2,,,,,上質な毛皮,1,上竜骨,2,カブレライト鉱石,1,,
ブレイブＳメイル,0,1,4,0,4,7,18,114,3,0,0,0,2,採取,2,体力,-1,回復速度,2,乗り,2,,,天空の結晶,2,上質な毛皮,1,ランポスの上皮,2,鉄鉱石,8
ブレイブＳレジスト,0,2,4,0,4,7,9,75,4,1,1,1,3,採取,2,体力,-1,回復速度,2,乗り,2,,,天空の結晶,2,上質な毛皮,1,ランポスの上皮,2,鉄鉱石,8
チェーンＳメイル,0,1,4,2,4,7,23,115,2,2,-3,1,0,体力,2,調合成功率,2,腹減り,1,睡眠,-2,,,カブレライト鉱石,2,ドラグライト鉱石,1,大地の結晶,2,ドスヘラクレス,2
チェーンＳレジスト,0,2,4,2,4,7,11,75,3,3,-2,2,1,体力,2,調合成功率,2,腹減り,1,睡眠,-2,,,カブレライト鉱石,2,ドラグライト鉱石,1,大地の結晶,2,ドスヘラクレス,2
ハンターＳメイル,0,1,4,1,4,7,26,116,0,2,-4,0,0,千里眼,1,調合成功率,2,狩人,1,毒,-2,,,カブレライト鉱石,1,ジャギィの上鱗,3,氷結晶,3,鉄鉱石,5
ハンターＳレジスト,0,2,4,1,4,7,13,75,1,3,-3,1,1,千里眼,1,調合成功率,1,狩人,1,毒,-2,,,カブレライト鉱石,1,ジャギィの上鱗,3,氷結晶,3,鉄鉱石,5
ボーンＳメイル,0,1,4,0,4,7,27,117,2,0,-1,-3,0,KO,2,観察眼,1,笛,1,睡眠,-2,,,堅牢な骨,1,竜骨【小】,5,とがった牙,5,,
ボーンＳレジスト,0,2,4,0,4,7,13,75,3,1,0,-2,1,KO,2,観察眼,1,笛,1,睡眠,-2,,,堅牢な骨,1,竜骨【小】,5,とがった牙,5,,
アロイＳメイル,0,1,4,0,4,7,28,116,-1,2,-3,-2,0,防御,1,採取,-2,達人,2,風圧,3,,,カブレライト鉱石,2,レビテライト鉱石,2,マカライト鉱石,7,鉄鉱石,10
アロイＳレジスト,0,2,4,0,4,7,14,75,0,3,-2,-1,1,装填速度,1,採取,-2,散弾強化,2,散弾追加,2,,,カブレライト鉱石,2,レビテライト鉱石,2,マカライト鉱石,7,鉄鉱石,10
マギュルトロンコ,0,1,4,0,99,4,19,121,-4,1,0,2,0,重撃,1,溜め短縮,1,調合成功率,2,調合数,2,回復速度,1,ペピポパンプキン,3,キラビートル,2,雷光虫,4,落陽草の根,10
マギュルシュタム,0,2,4,0,99,4,9,75,-3,2,1,3,1,重撃,1,溜め短縮,1,調合成功率,2,調合数,2,回復速度,1,ペピポパンプキン,3,キラビートル,2,雷光虫,4,落陽草の根,10
ロワーガペット,1,1,4,1,3,5,18,120,-4,0,3,-1,1,属性解放,1,聴覚保護,3,龍属性攻撃,2,加護,-1,ハチミツ,3,オオクワアゲハ,2,レビテライト鉱石,1,キラビートル,2,のりこねバッタ,10
ロワーガペクトス,1,2,4,1,3,5,9,75,-3,1,4,0,2,属性解放,1,聴覚保護,3,龍属性攻撃,2,加護,-1,ハチミツ,3,オオクワアゲハ,2,レビテライト鉱石,1,キラビートル,2,のりこねバッタ,10
ファルメルペット,2,1,4,1,3,5,18,120,-4,0,3,-1,1,属性解放,1,聴覚保護,3,龍属性攻撃,2,加護,-1,ハチミツ,3,オオクワアゲハ,2,レビテライト鉱石,1,キラビートル,2,のりこねバッタ,10
ファルメルペクトス,2,2,4,1,3,5,9,75,-3,1,4,0,2,属性解放,1,聴覚保護,3,龍属性攻撃,2,加護,-1,ハチミツ,3,オオクワアゲハ,2,レビテライト鉱石,1,キラビートル,2,のりこねバッタ,10
キングロブスタシェル,0,1,4,2,99,4,16,118,-2,5,-5,2,-2,回避性能,2,回避距離,1,火耐性,-3,,,,,エビの小殻,2,エビの尾扇,1,化け鮫のヒレ,1,氷結晶,10
キングロブスタスキン,0,2,4,2,99,4,8,74,-1,6,-4,3,-1,回避性能,2,回避距離,1,火耐性,-3,,,,,エビの小殻,2,エビの尾扇,1,化け鮫のヒレ,1,氷結晶,10
ガーディアンスーツ,1,1,4,1,2,99,18,120,0,0,0,0,0,採取,-2,運気,1,砲術,2,加護,2,,,ドラグライト鉱石,2,闘技王のコイン,3,牙獣のコイン,5,,
ガーディアンベスト,1,2,4,1,2,99,9,75,1,1,1,1,1,採取,-2,運気,1,広域,2,加護,2,,,ドラグライト鉱石,2,闘技王のコイン,3,牙獣のコイン,5,,
ヘルパースーツ,2,1,4,1,2,99,18,120,0,0,0,0,0,採取,-2,運気,1,砲術,2,加護,2,,,ドラグライト鉱石,2,闘技王のコイン,3,牙獣のコイン,5,,
ヘルパーベスト,2,2,4,1,2,99,9,75,1,1,1,1,1,採取,-2,運気,1,広域,2,加護,2,,,ドラグライト鉱石,2,闘技王のコイン,3,牙獣のコイン,5,,
ギルドバードスーツ,1,1,4,1,3,99,20,122,0,0,0,0,0,運気,2,広域,4,気配,-1,,,,,レビテライト鉱石,1,蟲のコイン,2,牙獣のコイン,5,闘技王のコイン,3
ギルドバードベスト,1,2,4,1,3,99,10,76,1,1,1,1,1,運気,2,広域,4,気配,-1,,,,,レビテライト鉱石,1,蟲のコイン,2,牙獣のコイン,5,闘技王のコイン,3
スカラースーツ,2,1,4,1,3,99,20,122,0,0,0,0,0,運気,2,広域,4,気配,-1,,,,,レビテライト鉱石,1,蟲のコイン,2,牙獣のコイン,5,闘技王のコイン,3
スカラーベスト,2,2,4,1,3,99,10,76,1,1,1,1,1,運気,2,広域,4,気配,-1,,,,,レビテライト鉱石,1,蟲のコイン,2,牙獣のコイン,5,闘技王のコイン,3
コンガＵメイル,0,1,5,0,4,7,40,117,1,0,0,-4,3,底力,2,爆弾強化,2,腹減り,-1,,,,,緑毛獣の剛毛,3,コンガの剛毛,4,獣骨,6,キラビートル,3
コンガＵレジスト,0,2,5,0,4,7,20,77,2,1,1,-3,4,底力,2,爆弾強化,2,腹減り,-1,,,,,緑毛獣の剛毛,3,コンガの剛毛,4,獣骨,6,キラビートル,3
ゲリョスＳメイル,0,1,5,1,4,7,47,120,-5,2,3,-2,0,スタミナ,3,腹減り,-2,毒,2,,,,,ゴム質の上皮,5,モンスターの濃汁,3,大地の結晶,5,ドスゲネポスの皮,3
ゲリョスＳレジスト,0,2,5,1,4,7,23,78,-4,3,4,-1,1,スタミナ,3,腹減り,-2,毒,3,,,,,ゴム質の上皮,5,モンスターの濃汁,3,大地の結晶,5,ドスゲネポスの皮,3
カブラＳメイル,0,1,5,1,4,7,48,121,3,-5,-4,0,2,防御,2,採取,-3,体力,3,研ぎ師,1,,,鬼蛙の上鱗,3,鬼蛙の尖爪,2,草食竜の堅殻,3,カワズの殿油,3
カブラＳレジスト,0,2,5,1,4,7,24,78,4,-4,-3,1,3,装填速度,1,防御,2,採取,-3,体力,3,,,鬼蛙の上鱗,3,鬼蛙の尖爪,2,草食竜の堅殻,3,カワズの殿油,3
スキュラＳメイル,0,1,5,1,4,7,48,121,-3,3,-3,2,3,達人,1,観察眼,3,腹減り,-3,高速設置,1,毒,1,影蜘蛛の堅鋏角,4,影蜘蛛の堅殻,3,影蜘蛛の上棘,2,モンスターの濃汁,5
スキュラＳレジスト,0,2,5,1,4,7,24,78,-2,4,-2,3,4,達人,1,観察眼,2,腹減り,-3,高速設置,2,毒,1,影蜘蛛の堅鋏角,4,影蜘蛛の堅殻,3,影蜘蛛の上棘,2,モンスターの濃汁,5
ザボアＳメイル,0,1,5,1,5,8,53,124,-4,3,-5,3,0,重撃,2,氷属性攻撃,1,肉食,3,腹減り,-2,,,化け鮫の上ヒレ,2,化け鮫の上鱗,2,化け鮫の皮,3,カワズの殿油,1
ザボアＳレジスト,0,2,5,1,5,8,27,79,-3,4,-4,4,1,重撃,2,氷属性攻撃,1,肉食,3,腹減り,-2,,,化け鮫の上ヒレ,2,化け鮫の上鱗,2,化け鮫の皮,3,カワズの殿油,1
ガララＳメイル,0,1,5,1,5,8,55,124,3,-3,0,-5,3,捕獲,2,聴覚保護,3,気まぐれ,-3,麻痺,1,,,絞蛇竜の上皮,6,絞蛇竜の上鳴甲,5,絞蛇竜の皮,3,強靭な鳥竜皮,3
ガララＳレジスト,0,2,5,1,5,8,28,80,4,-2,1,-4,4,捕獲,2,聴覚保護,3,気まぐれ,-3,麻痺,1,,,絞蛇竜の上皮,6,絞蛇竜の上鳴甲,5,絞蛇竜の皮,3,強靭な鳥竜皮,3
フルフルＳメイル,0,1,5,1,5,8,50,121,-5,1,1,2,1,雷属性攻撃,2,広域,3,回復速度,1,気絶,-1,,,アルビノの霜降り,1,真珠色の柔皮,3,モンスターの濃汁,6,生命の粉塵,3
フルフルＳレジスト,0,2,5,1,5,8,25,79,-4,2,2,3,2,雷属性攻撃,2,広域,3,回復速度,1,気絶,-1,,,アルビノの霜降り,1,真珠色の柔皮,3,モンスターの濃汁,6,生命の粉塵,3
レイアＳメイル,0,1,5,1,5,8,50,121,3,0,-2,0,-4,体力,1,火属性攻撃,1,回復量,4,回復速度,-3,,,雌火竜の上鱗,4,火竜の延髄,1,雌火竜の逆鱗,1,紅蓮石,2
レイアＳレジスト,0,2,5,1,5,8,25,79,4,1,-1,1,-3,体力,1,火属性攻撃,2,回復量,4,回復速度,-2,,,雌火竜の上鱗,4,火竜の延髄,1,雌火竜の逆鱗,1,紅蓮石,2
レウスＳメイル,0,1,5,1,5,8,57,126,3,0,-2,0,-4,攻撃,3,火属性攻撃,2,回復量,-2,,,,,火竜の上鱗,5,火竜の甲殻,4,火竜の翼膜,4,ユニオン鉱石,2
レウスＳレジスト,0,2,5,1,5,8,28,80,4,1,-1,1,-3,攻撃,3,火属性攻撃,2,回復量,-2,,,,,火竜の上鱗,5,火竜の甲殻,4,火竜の翼膜,4,ユニオン鉱石,2
レックスＳメイル,0,1,5,1,5,8,55,124,2,-1,-4,0,-2,攻撃,3,研ぎ師,-2,千里眼,2,食いしん坊,2,,,轟竜の尖爪,4,轟竜の堅殻,6,轟竜の頭殻,1,,
レックスＳレジスト,0,2,5,1,5,8,28,80,3,0,-3,1,-1,反動,-2,攻撃,3,千里眼,2,食いしん坊,2,,,轟竜の尖爪,4,轟竜の堅殻,6,轟竜の頭殻,1,,
ジンオウＳメイル,0,1,5,3,5,8,52,123,0,-2,3,-4,1,本気,1,無傷,2,雷属性攻撃,1,気配,-1,,,雷狼竜の高電毛,4,雷狼竜の堅殻,5,雷狼竜の碧玉,1,雷光虫,20
ジンオウＳレジスト,0,2,5,3,5,8,26,79,1,-1,4,-3,2,本気,1,回避性能,2,雷属性攻撃,1,気配,-1,,,雷狼竜の高電毛,4,雷狼竜の堅殻,5,雷狼竜の碧玉,1,雷光虫,20
セルタスＳメイル,0,1,5,1,5,8,53,124,-4,3,-1,-3,3,砲術,3,斬れ味,2,気力回復,-3,,,,,重甲虫の堅胸殻,4,重甲虫の円月尾,4,重甲エキス,1,上質な腹袋,4
セルタスＳレジスト,0,2,5,1,5,8,27,79,-3,4,0,-2,4,装填速度,3,砲術,3,気力回復,-3,,,,,重甲虫の堅胸殻,4,重甲虫の円月尾,4,重甲エキス,1,上質な腹袋,4
グラビドＳメイル,0,1,5,2,5,8,57,126,3,-4,0,2,-3,防御,1,ガード性能,2,スタミナ,-1,,,,,鎧竜の堅殻,5,鎧竜の翼,2,上竜骨,2,爆炎袋,2
グラビドＳレジスト,0,2,5,2,5,8,29,80,4,-3,1,3,-2,反動,2,防御,1,スタミナ,-1,,,,,鎧竜の堅殻,5,鎧竜の翼,2,上竜骨,2,爆炎袋,2
クックＵメイル,0,1,5,2,4,7,47,120,3,-4,-3,0,2,達人,2,聴覚保護,-2,スタミナ,3,,,,,青怪鳥の上鱗,2,青怪鳥の堅殻,3,強靭な鳥竜皮,1,堅牢な骨,3
クックＵレジスト,0,2,5,2,4,7,23,78,4,-3,-2,1,3,達人,2,聴覚保護,-2,スタミナ,3,,,,,青怪鳥の上鱗,2,青怪鳥の堅殻,3,強靭な鳥竜皮,1,堅牢な骨,3
バサルＳメイル,0,1,5,1,5,99,50,121,-1,-2,1,1,-3,納刀,1,食事,3,腹減り,-2,耐泥耐雪,2,,,岩竜の堅殻,5,紅蓮石,1,猛毒袋,3,ドラグライト鉱石,10
バサルＳレジスト,0,2,5,1,5,99,25,79,0,-1,2,2,-2,納刀,1,食事,3,腹減り,-2,耐泥耐雪,2,,,岩竜の堅殻,5,紅蓮石,1,猛毒袋,3,ドラグライト鉱石,10
ガルルガＳメイル,0,1,5,2,6,9,60,127,3,-4,3,-4,1,剣術,-1,達人,1,聴覚保護,4,斬れ味,2,,,黒狼鳥の上鱗,4,黒狼鳥の堅殻,4,黒狼鳥の翼,4,ドスゲネポスの尾,2
ガルルガＳレジスト,0,2,5,2,6,9,30,80,4,-3,4,-3,2,達人,1,聴覚保護,4,スタミナ,-1,貫通弾強化,2,,,黒狼鳥の上鱗,4,黒狼鳥の堅殻,4,黒狼鳥の翼,4,ドスゲネポスの尾,2
モノブロＳメイル,0,1,5,2,99,8,57,126,0,2,-3,-4,2,攻撃,2,底力,2,加護,-1,,,,,一角竜の堅甲,2,上質な真紅の角,1,一角竜の堅殻,3,モノブロスハート,1
モノブロＳレジスト,0,2,5,2,99,8,29,80,1,3,-2,-3,3,攻撃,2,底力,2,加護,-1,,,,,一角竜の堅甲,2,上質な真紅の角,1,一角竜の堅殻,3,モノブロスハート,1
ブランゴメイル,0,1,5,1,5,99,55,124,-4,2,0,2,1,攻撃,2,耐暑,-2,耐寒,2,耐震,1,,,雪獅子の剛毛,3,雪獅子の髭,3,強靭な鳥竜皮,3,ランポスの上皮,3
ブランゴレジスト,0,2,5,1,5,99,28,80,-3,3,1,3,2,攻撃,2,耐暑,-2,耐寒,2,耐震,1,,,雪獅子の剛毛,3,雪獅子の髭,3,強靭な鳥竜皮,3,ランポスの上皮,3
ガブルメイル,0,1,5,1,5,99,52,123,-2,3,-4,0,1,達人,3,食事,1,回復速度,-2,,,,,灯魚竜の上皮,3,灯魚竜の上棘,1,カワズの殿油,3,鳥竜玉,3
ガブルレジスト,0,2,5,1,5,99,26,79,-1,4,-3,1,2,達人,3,食事,1,回復速度,-2,,,,,灯魚竜の上皮,3,灯魚竜の上棘,1,カワズの殿油,3,鳥竜玉,3
ベリオメイル,0,1,5,2,5,99,57,126,-5,0,-1,3,0,回避性能,2,氷属性攻撃,1,体術,2,気力回復,-2,,,氷牙竜の上毛皮,4,堅牢な骨,4,凍結袋,5,,
ベリオレジスト,0,2,5,2,5,99,29,80,-4,1,0,4,1,回避性能,1,氷属性攻撃,1,体術,2,気力回復,-2,,,氷牙竜の上毛皮,4,堅牢な骨,4,凍結袋,5,,
ハイメタＳメイル,0,1,5,1,99,7,18,114,-2,-2,3,-1,0,防御,3,研ぎ師,2,毒,-2,,,,,※店売り,1,,,,,,
ハイメタＳレジスト,0,2,5,1,99,7,9,75,-1,-1,4,0,1,防御,3,通常弾強化,2,毒,-2,,,,,※店売り,1,,,,,,
イーオスーツボディ,0,1,5,1,5,8,41,116,2,1,1,1,1,運気,2,毒,3,気絶,-2,,,,,イーオスの上鱗,2,ドスイーオスの皮,2,コンガの剛毛,5,上質な鳥竜骨,5
イーオスーツウェア,0,2,5,1,5,8,21,78,3,2,2,2,2,採取,-2,運気,3,火耐性,2,,,,,イーオスの上鱗,2,ドスイーオスの皮,2,コンガの剛毛,5,上質な鳥竜骨,5
オウビートペット,1,1,5,1,5,99,43,118,3,-5,3,-4,2,採取,2,回避性能,2,特殊攻撃,2,耐寒,-2,,,オオツノアゲハ,2,マレコガネ,1,ドスヘラクレス,4,猛毒袋,2
オウビートペクトス,1,2,5,1,5,99,21,78,4,-4,5,-3,2,採取,2,回避性能,2,特殊攻撃,2,耐寒,-2,,,オオツノアゲハ,2,マレコガネ,1,ドスヘラクレス,4,猛毒袋,2
パピメルペット,2,1,5,1,5,99,43,118,3,-5,3,-4,2,採取,2,回避性能,2,特殊攻撃,2,耐寒,-2,,,オオツノアゲハ,2,マレコガネ,1,ドスヘラクレス,4,猛毒袋,2
パピメルペクトス,2,2,5,1,5,99,21,78,4,-4,5,-3,2,採取,2,回避性能,2,特殊攻撃,2,耐寒,-2,,,オオツノアゲハ,2,マレコガネ,1,ドスヘラクレス,4,猛毒袋,2
アーティアＳメイル,0,1,5,2,5,9,51,122,0,-3,-3,2,3,属性解放,1,抜刀会心,2,ガード強化,4,,,,,太古の破片,5,フルクライト鉱石,2,さびた破片,2,ライトクリスタル,6
アーティアＳレジスト,0,2,5,2,5,9,26,79,1,-2,-2,3,4,反動,3,速射,3,装填数,1,,,,,太古の破片,5,フルクライト鉱石,2,さびた破片,2,ライトクリスタル,6
三眼の首飾り,0,0,5,3,4,7,18,77,3,-3,0,0,1,,,,,,,,,,,カブレライト鉱石,3,ノヴァクリスタル,2,,,,
ゴアＳメイル,0,1,6,1,5,99,52,123,-5,3,-3,2,-2,細菌学,2,闘魂,2,火耐性,-2,狂撃耐性,3,,,黒蝕竜の上鱗,3,黒蝕竜の闇玉,1,穢れた竜鱗,5,翼蛇竜の上皮,5
ゴアＳレジスト,0,2,6,1,5,99,26,79,-4,4,-2,3,-1,細菌学,2,闘魂,2,火耐性,-2,狂撃耐性,3,,,黒蝕竜の上鱗,3,黒蝕竜の闇玉,1,穢れた竜鱗,5,翼蛇竜の上皮,5
レギオスＳメイル,0,1,6,0,99,9,58,125,3,0,-3,-2,0,剣術,1,研ぎ師,-1,体術,3,裂傷,4,,,千刃竜の飛刃,4,千刃竜の鋭刃鱗,5,千刃竜の槍尾,1,盾蟹の小殻,5
レギオスＳレジスト,0,2,6,0,99,9,29,80,4,1,-2,-1,1,装填速度,-1,反動,1,体術,3,裂傷,4,,,千刃竜の飛刃,4,千刃竜の鋭刃鱗,5,千刃竜の槍尾,1,盾蟹の小殻,5
ゲリョスＵメイル,0,1,6,2,4,7,48,121,-5,2,3,-2,0,達人,-2,風圧,1,気絶,2,,,,,ゴム質の紫皮,4,モンスターの濃汁,3,大地の結晶,5,ドスヘラクレス,2
ゲリョスＵレジスト,0,2,6,2,4,7,24,78,-4,3,4,-1,1,達人,-2,風圧,1,気絶,2,,,,,ゴム質の紫皮,4,モンスターの濃汁,3,大地の結晶,5,ドスヘラクレス,2
フルフルＵメイル,0,1,6,2,5,8,51,122,1,-5,1,2,1,回復量,1,広域,2,回復速度,-2,,,,,魅惑色の柔皮,3,アルビノの霜降り,1,堅竜骨,1,生命の粉塵,3
フルフルＵレジスト,0,2,6,2,5,8,26,79,2,-4,2,3,2,回復量,1,広域,2,回復速度,-2,,,,,魅惑色の柔皮,3,アルビノの霜降り,1,堅竜骨,1,生命の粉塵,3
リオハートメイル,0,1,6,1,5,8,51,122,3,0,-2,0,-4,底力,2,火属性攻撃,3,風圧,3,気配,-1,,,桜火竜の上鱗,3,桜火竜の堅殻,2,カブレライト鉱石,4,雌火竜の紅玉,1
リオハートレジスト,0,2,6,1,5,8,26,79,4,1,-1,1,-3,底力,2,火属性攻撃,2,風圧,3,気配,-1,,,桜火竜の上鱗,3,桜火竜の堅殻,2,カブレライト鉱石,4,雌火竜の紅玉,1
リオソウルメイル,0,1,6,1,6,9,58,125,3,0,0,-2,-4,達人,3,体力,-3,聴覚保護,2,斬れ味,1,,,蒼火竜の堅殻,3,蒼火竜の上鱗,3,爆炎袋,3,堅竜骨,2
リオソウルレジスト,0,2,6,1,6,9,29,80,4,1,1,-1,-3,達人,3,体力,-3,聴覚保護,2,通常弾強化,1,,,蒼火竜の堅殻,3,蒼火竜の上鱗,3,爆炎袋,3,堅竜骨,2
レックスＵメイル,0,1,6,1,6,9,59,126,2,-4,-2,0,-1,聴覚保護,3,研ぎ師,-1,観察眼,2,食事,3,,,黒轟竜の尖爪,5,黒轟竜の堅殻,4,黒轟竜の鋭牙,2,獄炎石,3
レックスＵレジスト,0,2,6,1,6,9,29,80,3,-3,-1,1,0,反動,-1,聴覚保護,3,観察眼,2,食事,3,,,黒轟竜の尖爪,5,黒轟竜の堅殻,4,黒轟竜の鋭牙,2,獄炎石,3
ジンオウＵメイル,0,1,6,1,6,9,53,124,0,-4,-5,0,4,回避性能,1,溜め短縮,3,無傷,1,龍属性攻撃,2,回復量,-2,獄狼竜の龍毛,4,獄狼竜の堅殻,5,獄狼竜の昏玉,1,龍殺しの実,20
ジンオウＵレジスト,0,2,6,1,6,9,27,79,1,-3,-4,1,5,回避性能,2,無傷,1,装填数,3,龍属性攻撃,2,回復量,-1,獄狼竜の龍毛,4,獄狼竜の堅殻,5,獄狼竜の昏玉,1,龍殺しの実,20
グラビドＵメイル,0,1,6,3,6,9,58,125,3,-5,1,1,1,防御,1,ガード強化,1,スタミナ,-1,,,,,黒鎧竜の堅殻,5,鎧竜の堅殻,2,堅竜骨,2,鎧竜の延髄,1
グラビドＵレジスト,0,2,6,3,6,9,29,80,4,-4,2,2,2,防御,1,ガード強化,1,スタミナ,-1,,,,,黒鎧竜の堅殻,5,鎧竜の堅殻,2,堅竜骨,2,鎧竜の延髄,1
ブラキＳメイル,0,1,6,1,6,9,57,126,3,-4,0,-2,0,抜刀会心,1,闘魂,3,回避性能,-2,底力,1,爆弾強化,2,砕竜の堅殻,4,砕竜の堅黒曜甲,3,砕竜の骨髄,2,堅竜骨,2
ブラキＳレジスト,0,2,6,1,6,9,28,80,4,-3,1,-1,1,速射,1,闘魂,3,回避性能,-2,底力,1,爆弾強化,2,砕竜の堅殻,4,砕竜の堅黒曜甲,3,砕竜の骨髄,2,堅竜骨,2
バンギスメイル,0,1,6,0,7,9,62,127,0,0,-4,1,-4,攻撃,4,斬れ味,1,食事,4,腹減り,-2,,,恐暴竜の大牙,5,恐暴竜の鉤爪,4,恐暴竜の黒皮,5,雷狼竜の逆鱗,1
バンギスレジスト,0,2,6,0,7,9,31,80,1,1,-3,2,-3,反動,2,攻撃,3,食事,4,腹減り,-2,,,恐暴竜の大牙,5,恐暴竜の鉤爪,4,恐暴竜の黒皮,5,雷狼竜の逆鱗,1
バサルＵメイル,0,1,6,1,5,99,53,124,0,-2,0,-3,1,ガード性能,3,耐暑,1,毒,2,麻痺,-2,,,桃岩竜の堅殻,5,獄炎石,1,桃岩竜の翼,1,ドラグライト鉱石,10
バサルＵレジスト,0,2,6,1,5,99,27,79,1,-1,1,-2,2,通常弾強化,2,耐暑,1,毒,2,麻痺,-2,,,桃岩竜の堅殻,5,獄炎石,1,桃岩竜の翼,1,ドラグライト鉱石,10
キリンＳベスト,0,1,6,1,8,99,60,127,-3,-3,5,-1,3,属性解放,2,属性耐性,1,運気,-2,属性攻撃,1,,,キリンの上皮,4,キリンの皮,3,岩竜の涙,1,ノヴァクリスタル,1
キリンＳケープ,0,2,6,1,8,99,30,80,-2,-2,6,0,4,属性解放,2,属性耐性,2,運気,-2,属性攻撃,2,,,キリンの上皮,4,キリンの皮,3,岩竜の涙,1,ノヴァクリスタル,1
ラギアメイル,0,1,6,1,6,99,60,127,-5,1,3,-1,-1,属性解放,1,痛撃,2,特殊攻撃,-2,溜め短縮,2,,,海竜の高電殻,2,海竜の蒼玉,1,蒼火竜の堅殻,2,,
ラギアレジスト,0,2,6,1,6,99,30,80,-4,2,4,0,0,属性解放,3,痛撃,1,特殊攻撃,-2,溜め短縮,1,,,海竜の高電殻,2,海竜の蒼玉,1,蒼火竜の堅殻,2,,
