#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
コンガＳヘルム,0,0,4,2,4,7,38,117,-4,1,1,-1,3,細菌学,2,食いしん坊,4,腹減り,-1,,,,,桃毛獣の剛毛,2,極彩色の毛,1,桃毛獣の尖爪,2,ドスヘラクレス,2
コンガＳキャップ,0,0,4,2,4,7,19,77,-3,2,2,0,4,細菌学,2,食いしん坊,4,腹減り,-1,,,,,桃毛獣の剛毛,2,極彩色の毛,1,桃毛獣の尖爪,2,ドスヘラクレス,2
ランポスＳヘルム,0,0,4,1,4,7,38,117,0,0,0,-5,3,攻撃,2,千里眼,4,麻痺,-2,気絶,2,,,ランポスの上皮,3,ランポスの尖爪,2,ドスランポスの頭,1,ドラグライト鉱石,2
ランポスＳキャップ,0,0,4,1,4,7,19,77,1,1,1,-4,4,攻撃,1,千里眼,4,麻痺,-2,気絶,2,,,ランポスの上皮,3,ランポスの尖爪,2,ドスランポスの頭,1,ドラグライト鉱石,2
クックＳヘルム,0,0,4,1,4,99,43,118,3,0,-2,-4,2,攻撃,2,火耐性,2,水耐性,-2,肉食,3,,,怪鳥の地獄耳,1,怪鳥の堅殻,2,怪鳥の翼膜,1,コンガの剛毛,4
クックＳキャップ,0,0,4,1,4,99,21,78,4,1,-1,-3,3,攻撃,2,火耐性,2,水耐性,-2,肉食,3,,,怪鳥の地獄耳,1,怪鳥の堅殻,2,怪鳥の翼膜,1,コンガの剛毛,4
ランゴヘルム,0,0,4,1,4,99,36,117,-5,-5,2,-4,2,特殊攻撃,2,毒,-2,麻痺,2,,,,,ランゴスタの薄羽,3,のりこねバッタ,10,甲虫の大顎,2,,
ランゴキャップ,0,0,4,1,4,99,18,77,-4,-4,3,-3,3,特殊攻撃,2,毒,-2,麻痺,2,,,,,ランゴスタの薄羽,3,のりこねバッタ,10,甲虫の大顎,2,,
ガレオスヘルム,0,0,4,1,4,7,40,117,-3,2,-4,2,0,千里眼,5,耐暑,3,腹減り,1,気絶,-1,,,砂竜の上鱗,3,砂竜の上ヒレ,1,マカライト鉱石,5,鉄鉱石,10
ガレオスキャップ,0,0,4,2,4,7,20,77,-2,3,-3,3,1,千里眼,4,耐暑,3,腹減り,1,気絶,-1,,,砂竜の上鱗,3,砂竜の上ヒレ,1,マカライト鉱石,5,鉄鉱石,10
ラングロヘルム,0,0,4,1,5,99,47,120,1,-3,0,-1,1,細菌学,1,回避性能,2,耐寒,-2,耐震,2,,,赤甲獣の堅殻,2,爆炎袋,3,モンスターの濃汁,3,,
ラングロキャップ,0,0,4,1,5,99,24,79,2,-2,1,0,2,細菌学,1,回避性能,2,耐寒,-2,耐震,3,,,赤甲獣の堅殻,2,爆炎袋,3,モンスターの濃汁,3,,
ザザミヘルム,0,0,4,1,4,7,40,117,-3,3,-4,0,1,防御,3,ガード性能,3,雷耐性,-2,,,,,盾蟹の堅殻,2,盾蟹の尖爪,2,カブレライト鉱石,3,大水袋,1
ザザミキャップ,0,0,4,1,4,7,20,77,-2,4,-3,1,2,防御,3,精密射撃,3,雷耐性,-2,,,,,盾蟹の堅殻,2,盾蟹の尖爪,2,カブレライト鉱石,3,大水袋,1
ペッコヘルム,0,0,4,1,4,7,36,117,2,-1,0,-3,0,氷耐性,-3,広域,3,笛,2,,,,,徹甲虫の尖角,2,へんなクチバシ,2,大きな骨,2,,
ペッコキャップ,0,0,4,2,4,7,18,77,3,0,1,-2,1,氷耐性,-3,広域,2,笛,2,,,,,徹甲虫の尖角,2,へんなクチバシ,2,大きな骨,2,,
ガノスヘルム,0,0,4,1,99,4,20,122,-4,3,-5,2,2,捕獲,2,スタミナ,2,耐暑,3,高速設置,3,,,水竜の鱗,1,水竜のヒレ,2,ドラグライト鉱石,2,,
ガノスキャップ,0,0,4,1,99,4,10,76,-3,4,-4,3,3,捕獲,3,スタミナ,3,耐暑,3,高速設置,3,,,水竜の鱗,1,水竜のヒレ,2,ドラグライト鉱石,2,,
レザーＳヘルム,0,0,4,0,4,7,22,114,-2,0,0,0,2,採取,3,運気,-2,体力,2,高速収集,3,,,上質な毛皮,1,暖かい毛皮,3,カブレライト鉱石,1,,
レザーＳキャップ,0,0,4,0,4,7,11,75,-1,1,1,1,3,採取,2,運気,-2,体力,3,高速収集,3,,,上質な毛皮,1,暖かい毛皮,3,カブレライト鉱石,1,,
ブレイブＳヘルム,0,0,4,2,4,7,18,114,3,0,0,0,2,体力,-2,回復速度,3,乗り,2,,,,,天空の結晶,3,上質な毛皮,1,ランポスの上鱗,2,カブレライト鉱石,2
ブレイブＳキャップ,0,0,4,2,4,7,9,75,4,1,1,1,3,体力,-2,回復速度,3,乗り,3,,,,,天空の結晶,3,上質な毛皮,1,ランポスの上鱗,2,カブレライト鉱石,2
チェーンＳヘルム,0,0,4,1,4,7,23,115,2,2,-3,1,0,体力,1,調合成功率,4,腹減り,1,睡眠,-2,,,カブレライト鉱石,1,マカライト鉱石,2,鉄鉱石,5,,
チェーンＳキャップ,0,0,4,1,4,7,11,75,3,3,-2,2,1,体力,1,調合成功率,4,腹減り,1,睡眠,-2,,,カブレライト鉱石,1,マカライト鉱石,2,鉄鉱石,5,,
ハンターＳヘルム,0,0,4,1,4,7,26,116,0,2,-4,0,0,千里眼,2,調合成功率,4,狩人,2,毒,-2,,,カブレライト鉱石,2,ドスヘラクレス,2,マカライト鉱石,5,鉄鉱石,5
ハンターＳキャップ,0,0,4,2,4,7,13,75,1,3,-3,1,1,千里眼,2,調合成功率,2,狩人,2,毒,-2,,,カブレライト鉱石,2,ドスヘラクレス,2,マカライト鉱石,5,鉄鉱石,5
ボーンＳヘルム,0,0,4,0,4,7,27,117,2,0,-1,-3,0,KO,1,観察眼,2,笛,1,睡眠,-2,,,上質な鳥竜骨,2,竜骨【小】,3,なぞの頭骨,3,,
ボーンＳキャップ,0,0,4,0,4,7,13,75,3,1,0,-2,1,KO,1,観察眼,2,笛,1,睡眠,-2,,,上質な鳥竜骨,2,竜骨【小】,3,なぞの頭骨,3,,
アロイＳヘルム,0,0,4,0,4,7,28,116,-1,2,-3,-2,0,防御,2,採取,-2,達人,3,風圧,2,,,カブレライト鉱石,1,レビテライト鉱石,1,ドラグライト鉱石,5,氷結晶,3
アロイＳキャップ,0,0,4,0,4,7,14,75,0,3,-2,-1,1,装填速度,2,採取,-1,散弾強化,2,散弾追加,2,,,カブレライト鉱石,1,レビテライト鉱石,1,ドラグライト鉱石,5,氷結晶,3
マギュルフロール,0,0,4,0,4,7,19,121,-4,1,0,2,0,属性解放,2,溜め短縮,1,調合成功率,5,調合数,2,回復速度,2,ペピポパンプキン,5,キラビートル,3,ノヴァクリスタル,5,怪力の種,3
マギュルブルーメ,0,0,4,0,4,7,9,75,-3,2,1,3,1,属性解放,2,溜め短縮,1,調合成功率,5,調合数,2,回復速度,2,ペピポパンプキン,5,キラビートル,3,ノヴァクリスタル,5,怪力の種,3
ロワーガテスタ,1,0,4,1,3,5,18,120,-4,0,3,-1,1,剣術,1,聴覚保護,3,龍属性攻撃,1,加護,-3,ハチミツ,2,オオクワアゲハ,1,レビテライト鉱石,2,雷光虫,5,不死虫,10
ロワーガカプト,1,0,4,1,3,5,9,75,-3,1,4,0,2,速射,1,聴覚保護,3,龍属性攻撃,1,加護,-3,ハチミツ,2,オオクワアゲハ,1,レビテライト鉱石,2,雷光虫,5,不死虫,10
ファルメルテスタ,2,0,4,1,3,5,18,120,-4,0,3,-1,1,剣術,1,聴覚保護,3,龍属性攻撃,1,加護,-3,ハチミツ,2,オオクワアゲハ,1,レビテライト鉱石,2,雷光虫,5,不死虫,10
ファルメルカプト,2,0,4,1,3,5,9,75,-3,1,4,0,2,速射,1,聴覚保護,3,龍属性攻撃,1,加護,-3,ハチミツ,2,オオクワアゲハ,1,レビテライト鉱石,2,雷光虫,5,不死虫,10
キングロブスタヘルム,0,0,4,1,99,4,16,118,-2,5,-5,2,-2,回避性能,3,回避距離,1,火耐性,-3,,,,,エビの尾扇,1,エビの小殻,2,化け鮫のヒレ,2,のりこねバッタ,3
Ｋ・ロブスタキャップ,0,0,4,2,99,4,8,74,-1,6,-4,3,-1,回避性能,3,回避距離,1,火耐性,-3,,,,,エビの尾扇,1,エビの小殻,2,化け鮫のヒレ,2,のりこねバッタ,3
ガーディアンヘルム,1,0,4,2,2,99,18,120,0,0,0,0,0,採取,-2,運気,2,砲術,1,加護,4,,,ドラグライト鉱石,2,闘技王のコイン,3,鳥竜のコイン,3,,
ガーディアンマスク,1,0,4,2,2,99,9,75,1,1,1,1,1,採取,-2,運気,2,広域,3,加護,2,,,ドラグライト鉱石,2,闘技王のコイン,3,鳥竜のコイン,3,,
ヘルパーフード,2,0,4,2,2,99,18,120,0,0,0,0,0,採取,-2,運気,2,砲術,1,加護,4,,,ドラグライト鉱石,2,闘技王のコイン,3,鳥竜のコイン,3,,
ヘルパーキャップ,2,0,4,2,2,99,9,75,1,1,1,1,1,採取,-2,運気,2,広域,3,加護,2,,,ドラグライト鉱石,2,闘技王のコイン,3,鳥竜のコイン,3,,
ギルドバードロポス,1,0,4,1,3,99,20,122,0,0,0,0,0,運気,1,広域,3,気配,-3,,,,,レビテライト鉱石,1,蟲のコイン,2,鳥竜のコイン,3,闘技王のコイン,3
ギルドバードハット,1,0,4,1,3,99,10,76,1,1,1,1,1,運気,1,広域,3,気配,-3,,,,,レビテライト鉱石,1,蟲のコイン,2,鳥竜のコイン,3,闘技王のコイン,3
スカラーフード,2,0,4,1,3,99,20,122,0,0,0,0,0,運気,1,広域,3,気配,-3,,,,,レビテライト鉱石,1,蟲のコイン,2,鳥竜のコイン,3,闘技王のコイン,3
スカラーベレー,2,0,4,1,3,99,10,76,1,1,1,1,1,運気,1,広域,3,気配,-3,,,,,レビテライト鉱石,1,蟲のコイン,2,鳥竜のコイン,3,闘技王のコイン,3
コンガＵヘルム,0,0,5,1,4,7,40,117,1,0,0,-4,3,底力,2,爆弾強化,2,腹減り,-1,,,,,緑毛獣の剛毛,2,極彩色の毛,1,緑毛獣の尖爪,2,キラビートル,2
コンガＵキャップ,0,0,5,1,4,7,20,77,2,1,1,-3,4,底力,2,爆弾強化,2,腹減り,-1,,,,,緑毛獣の剛毛,2,極彩色の毛,1,緑毛獣の尖爪,2,キラビートル,2
ゲリョスＳヘルム,0,0,5,1,4,7,47,120,-5,2,3,-2,0,達人,3,スタミナ,2,腹減り,-2,毒,3,,,ゴム質の上皮,4,毒怪鳥の頭,1,大地の結晶,4,ドスゲネポスの尾,2
ゲリョスＳキャップ,0,0,5,2,4,7,23,78,-4,3,4,-1,1,達人,2,スタミナ,2,腹減り,-2,毒,2,,,ゴム質の上皮,4,毒怪鳥の頭,1,大地の結晶,4,ドスゲネポスの尾,2
カブラＳヘルム,0,0,5,1,4,7,48,121,3,-5,-4,0,2,防御,2,採取,-2,体力,2,研ぎ師,4,,,鬼蛙の巨大牙,2,鬼蛙の堅殻,3,厳めしい頭骨,2,ドスヘラクレス,5
カブラＳキャップ,0,0,5,2,4,7,24,78,4,-4,-3,1,3,装填速度,3,防御,2,採取,-2,体力,2,,,鬼蛙の巨大牙,2,鬼蛙の堅殻,3,厳めしい頭骨,2,ドスヘラクレス,5
スキュラＳヘルム,0,0,5,1,4,7,48,121,-3,3,-3,2,3,達人,2,観察眼,3,腹減り,-3,高速設置,2,毒,2,影蜘蛛の堅鋏角,4,影蜘蛛の堅殻,2,影蜘蛛の上棘,2,飛甲虫の堅殻,4
スキュラＳキャップ,0,0,5,1,4,7,24,78,-2,4,-2,3,4,達人,2,観察眼,4,腹減り,-3,高速設置,1,毒,2,影蜘蛛の堅鋏角,4,影蜘蛛の堅殻,2,影蜘蛛の上棘,2,飛甲虫の堅殻,4
ザボアＳヘルム,0,0,5,1,5,8,53,124,-4,3,-5,3,0,重撃,1,氷属性攻撃,2,食事,4,腹減り,-3,,,化け鮫の上鱗,2,化け鮫の上皮,4,化け鮫の鋸歯,2,肉厚な上皮,3
ザボアＳキャップ,0,0,5,2,5,8,27,79,-3,4,-4,4,1,重撃,1,氷属性攻撃,2,食事,3,腹減り,-3,,,化け鮫の上鱗,2,化け鮫の上皮,4,化け鮫の鋸歯,2,肉厚な上皮,3
ガララＳヘルム,0,0,5,2,5,8,55,124,3,-3,0,-5,3,捕獲,2,聴覚保護,3,気まぐれ,-3,麻痺,2,,,絞蛇竜の堅殻,5,寒気立つクチバシ,3,竜玉,1,ゲネポスの上鱗,4
ガララＳキャップ,0,0,5,2,5,8,28,80,4,-2,1,-4,4,捕獲,2,聴覚保護,4,気まぐれ,-3,麻痺,1,,,絞蛇竜の堅殻,5,寒気立つクチバシ,3,竜玉,1,ゲネポスの上鱗,4
フルフルＳヘルム,0,0,5,1,5,8,50,121,-5,1,1,2,1,雷属性攻撃,2,広域,2,回復速度,2,気絶,-1,,,真珠色の柔皮,2,堅竜骨,1,ドラグライト鉱石,8,モンスターの濃汁,3
フルフルＳキャップ,0,0,5,2,5,8,25,79,-4,2,2,3,2,雷属性攻撃,2,広域,2,回復速度,2,気絶,-1,,,真珠色の柔皮,2,堅竜骨,1,ドラグライト鉱石,8,モンスターの濃汁,3
レイアＳヘルム,0,0,5,3,5,8,50,121,3,0,-2,0,-4,体力,1,火属性攻撃,1,回復量,2,回復速度,-1,,,雌火竜の上棘,2,雌火竜の堅殻,4,火竜の骨髄,2,爆炎袋,3
レイアＳキャップ,0,0,5,3,5,8,25,79,4,1,-1,1,-3,体力,1,火属性攻撃,1,回復量,2,回復速度,-1,,,雌火竜の上棘,2,雌火竜の堅殻,4,火竜の骨髄,2,爆炎袋,3
レウスＳヘルム,0,0,5,3,5,8,57,126,3,0,-2,0,-4,攻撃,3,火属性攻撃,2,回復量,-2,,,,,火竜の上鱗,4,火竜の紅玉,1,爆炎袋,3,尖竜骨,3
レウスＳキャップ,0,0,5,3,5,8,28,80,4,1,-1,1,-3,攻撃,4,火属性攻撃,1,回復量,-2,,,,,火竜の上鱗,4,火竜の紅玉,1,爆炎袋,3,尖竜骨,3
レックスＳヘルム,0,0,5,1,5,8,55,124,2,-1,-4,0,-2,攻撃,3,研ぎ師,-2,千里眼,3,食いしん坊,2,,,轟竜のアギト,1,轟竜の鋭牙,2,轟竜の鱗,5,肉厚な上皮,4
レックスＳキャップ,0,0,5,1,5,8,28,80,3,0,-3,1,-1,反動,-2,攻撃,3,千里眼,3,食いしん坊,2,,,轟竜のアギト,1,轟竜の鋭牙,2,轟竜の鱗,5,肉厚な上皮,4
ジンオウＳヘルム,0,0,5,2,5,8,52,123,0,-2,3,-4,1,本気,2,斬れ味,3,根性,1,雷属性攻撃,2,気配,-2,雷狼竜の尖角,2,雷狼竜の高電毛,4,雷狼竜の甲殻,3,竜玉,1
ジンオウＳキャップ,0,0,5,2,5,8,26,79,1,-1,4,-3,2,装填速度,2,本気,3,根性,1,雷属性攻撃,2,気配,-2,雷狼竜の尖角,2,雷狼竜の高電毛,4,雷狼竜の甲殻,3,竜玉,1
セルタスＳヘルム,0,0,5,2,5,8,53,124,-4,3,-1,-3,3,砲術,3,斬れ味,3,気力回復,-3,,,,,重甲虫の堅殻,6,重甲虫の大顎,3,重甲虫の円月尾,2,徹甲虫の尖角,1
セルタスＳキャップ,0,0,5,3,5,8,27,79,-3,4,0,-2,4,砲術,3,装填数,2,気力回復,-3,,,,,重甲虫の堅殻,6,重甲虫の大顎,3,重甲虫の円月尾,2,徹甲虫の尖角,1
グラビドＳヘルム,0,0,5,1,5,8,57,126,3,-4,0,2,-3,匠,1,防御,4,ガード性能,3,スタミナ,-2,,,鎧竜の堅殻,5,鎧竜の頭殻,2,竜玉,1,堅竜骨,3
グラビドＳキャップ,0,0,5,1,5,8,29,80,4,-3,1,3,-2,反動,3,防御,4,スタミナ,-2,装填数,1,,,鎧竜の堅殻,5,鎧竜の頭殻,2,竜玉,1,堅竜骨,3
クックＵヘルム,0,0,5,2,4,7,47,120,3,-4,-3,0,2,達人,2,火属性攻撃,3,水耐性,-2,,,,,青怪鳥の堅殻,2,怪鳥の地獄耳,1,怪鳥の翼膜,1,コンガの剛毛,4
クックＵキャップ,0,0,5,2,4,7,23,78,4,-3,-2,1,3,達人,3,火属性攻撃,4,水耐性,-2,,,,,青怪鳥の堅殻,2,怪鳥の地獄耳,1,怪鳥の翼膜,1,コンガの剛毛,4
バサルＳヘルム,0,0,5,1,5,99,50,121,-1,-2,1,1,-3,納刀,2,食事,3,腹減り,-2,耐泥耐雪,2,,,岩竜の涙,1,岩竜の堅殻,3,怪鳥の上鱗,2,岩竜の翼,3
バサルＳキャップ,0,0,5,1,5,99,25,79,0,-1,2,2,-2,納刀,3,食事,4,腹減り,-2,耐泥耐雪,3,,,岩竜の涙,1,岩竜の堅殻,3,怪鳥の上鱗,2,岩竜の翼,3
ガルルガＳヘルム,0,0,5,1,6,9,60,127,3,-4,3,-4,1,達人,3,聴覚保護,2,斬れ味,1,,,,,黒狼鳥の地獄耳,2,イカしたクチバシ,2,黒狼鳥の堅殻,3,黒狼鳥のたてがみ,4
ガルルガＳキャップ,0,0,5,1,6,9,30,80,4,-3,4,-3,2,達人,3,聴覚保護,2,貫通弾強化,1,,,,,黒狼鳥の地獄耳,2,イカしたクチバシ,2,黒狼鳥の堅殻,3,黒狼鳥のたてがみ,4
モノブロＳヘルム,0,0,5,1,99,8,57,126,0,2,-3,-4,2,攻撃,6,底力,2,加護,-1,,,,,一角竜の堅甲,2,上質な真紅の角,2,一角竜の堅殻,4,獄炎石,1
モノブロＳキャップ,0,0,5,2,99,8,29,80,1,3,-2,-3,3,攻撃,3,底力,2,加護,-2,,,,,一角竜の堅甲,2,上質な真紅の角,2,一角竜の堅殻,4,獄炎石,1
ブランゴヘルム,0,0,5,1,5,99,55,124,-4,2,0,2,1,攻撃,2,耐暑,-2,耐寒,2,耐震,2,,,雪獅子の鋭牙,2,雪獅子の剛毛,3,獣骨,4,ドスランポスの皮,3
ブランゴキャップ,0,0,5,1,5,99,28,80,-3,3,1,3,2,攻撃,2,耐暑,-2,耐寒,2,耐震,2,,,雪獅子の鋭牙,2,雪獅子の剛毛,3,獣骨,4,ドスランポスの皮,3
ガブルヘルム,0,0,5,2,5,99,52,123,-2,3,-4,0,1,達人,3,食事,3,回復速度,-2,,,,,灯魚竜の上棘,2,灯魚竜の上皮,4,化け鮫の鋸歯,2,上竜骨,3
ガブルキャップ,0,0,5,2,5,99,26,79,-1,4,-3,1,2,達人,3,食事,4,回復速度,-2,,,,,灯魚竜の上棘,2,灯魚竜の上皮,4,化け鮫の鋸歯,2,上竜骨,3
ベリオヘルム,0,0,5,1,5,99,57,126,-5,0,-1,3,0,回避性能,1,氷属性攻撃,2,体術,3,気力回復,-2,,,琥珀色の鋭牙,2,アルビノの霜降り,1,真珠色の柔皮,5,,
ベリオキャップ,0,0,5,1,5,99,29,80,-4,1,0,4,1,回避性能,2,氷属性攻撃,2,体術,4,気力回復,-2,,,琥珀色の鋭牙,2,アルビノの霜降り,1,真珠色の柔皮,5,,
スカルヘッド,0,1,5,0,5,8,58,125,3,-1,-1,-1,2,胴系統倍加,1,,,,,,,,,獄炎石,3,いにしえの龍骨,5,なぞの頭骨,5,なぞの骨,10
スカルフェイス,0,2,5,0,5,8,29,80,4,0,0,0,3,胴系統倍加,1,,,,,,,,,獄炎石,3,いにしえの龍骨,5,なぞの頭骨,5,なぞの骨,10
ハイメタＳヘルム,0,0,5,1,99,7,18,114,-2,-2,3,-1,0,防御,3,研ぎ師,2,毒,-2,,,,,※店売り,1,,,,,,
ハイメタＳキャップ,0,0,5,1,99,7,9,75,-1,-1,4,0,1,防御,3,通常弾強化,2,毒,-2,,,,,※店売り,1,,,,,,
イーオスヘッド,0,0,5,2,5,8,41,116,2,1,1,1,1,運気,3,毒,3,気絶,-2,,,,,イーオスの上鱗,1,ドスイーオスの頭,1,強靭な鳥竜皮,2,鳥竜玉,1
イーオスフェイス,0,0,5,2,5,8,21,78,3,2,2,2,2,採取,-3,運気,3,火耐性,2,,,,,イーオスの上鱗,1,ドスイーオスの頭,1,強靭な鳥竜皮,2,鳥竜玉,1
オウビートテスタ,1,0,5,1,5,99,43,118,3,-5,3,-4,2,採取,2,回避性能,2,特殊攻撃,2,耐寒,-2,,,オオツノアゲハ,1,マレコガネ,2,雷光虫,3,爆炎袋,2
オウビートカプト,1,0,5,1,5,99,21,78,4,-4,5,-3,2,採取,2,回避性能,2,特殊攻撃,2,耐寒,-2,,,オオツノアゲハ,1,マレコガネ,2,雷光虫,3,爆炎袋,2
パピメルテスタ,2,0,5,1,5,99,43,118,3,-5,3,-4,2,採取,2,回避性能,2,特殊攻撃,2,耐寒,-2,,,オオツノアゲハ,1,マレコガネ,2,雷光虫,3,爆炎袋,2
パピメルカプト,2,0,5,1,5,99,21,78,4,-4,5,-3,2,採取,2,回避性能,2,特殊攻撃,2,耐寒,-2,,,オオツノアゲハ,1,マレコガネ,2,雷光虫,3,爆炎袋,2
アーティアＳヘルム,0,0,5,1,5,9,51,122,0,-3,-3,2,3,匠,2,研ぎ師,-3,気力回復,3,,,,,太古の破片,6,フルクライト鉱石,2,さびた破片,4,ノヴァクリスタル,3
アーティアＳキャップ,0,0,5,1,5,9,26,79,1,-2,-2,3,4,装填速度,-3,装填数,2,精密射撃,3,,,,,太古の破片,6,フルクライト鉱石,2,さびた破片,4,ノヴァクリスタル,3
三眼のピアス,0,0,5,3,4,7,18,77,0,0,0,0,1,,,,,,,,,,,カブレライト鉱石,3,ノヴァクリスタル,2,,,,
ゴアＳヘルム,0,0,6,0,5,99,52,123,-5,3,-3,2,-2,細菌学,3,匠,3,闘魂,4,火耐性,-4,,,黒蝕竜の尖触角,2,黒蝕竜の上鱗,4,黒蝕竜の堅殻,2,マレコガネ,3
ゴアＳキャップ,0,0,6,0,5,99,26,79,-4,4,-2,3,-1,細菌学,3,闘魂,5,装填数,3,火耐性,-3,,,黒蝕竜の尖触角,2,黒蝕竜の上鱗,4,黒蝕竜の堅殻,2,マレコガネ,3
レギオスＳヘルム,0,0,6,1,99,9,58,125,3,0,-3,-2,0,剣術,3,研ぎ師,-1,体術,2,裂傷,2,,,千刃竜の伐刀角,2,千刃竜の飛刃,4,千刃竜の鋭刃鱗,3,飛甲虫の堅殻,3
レギオスＳキャップ,0,0,6,1,99,9,29,80,4,1,-2,-1,1,装填速度,-1,反動,3,体術,2,裂傷,2,,,千刃竜の伐刀角,2,千刃竜の飛刃,4,千刃竜の鋭刃鱗,3,飛甲虫の堅殻,3
ゲリョスＵヘルム,0,0,6,2,4,7,48,121,-5,2,3,-2,0,達人,-1,風圧,2,気絶,3,,,,,ゴム質の紫皮,2,毒怪鳥の紫翼,2,大地の結晶,4,毒怪鳥の頭,1
ゲリョスＵキャップ,0,0,6,2,4,7,24,78,-4,3,4,-1,1,達人,-1,風圧,3,気絶,3,,,,,ゴム質の紫皮,2,毒怪鳥の紫翼,2,大地の結晶,4,毒怪鳥の頭,1
フルフルＵヘルム,0,0,6,1,5,8,51,122,1,-5,1,2,1,回復量,3,広域,2,回復速度,-2,,,,,魅惑色の柔皮,2,魅惑色の翼膜,2,モンスターの濃汁,5,カブレライト鉱石,4
フルフルＵキャップ,0,0,6,2,5,8,26,79,2,-4,2,3,2,回復量,3,広域,2,回復速度,-2,,,,,魅惑色の柔皮,2,魅惑色の翼膜,2,モンスターの濃汁,5,カブレライト鉱石,4
リオハートヘルム,0,0,6,1,5,8,51,122,3,0,-2,0,-4,底力,3,火属性攻撃,2,風圧,2,気配,-1,,,桜火竜の堅殻,2,桜火竜の上鱗,3,尖竜骨,2,雌火竜の上棘,2
リオハートキャップ,0,0,6,1,5,8,26,79,4,1,-1,1,-3,底力,2,火属性攻撃,3,風圧,2,気配,-1,,,桜火竜の堅殻,2,桜火竜の上鱗,3,尖竜骨,2,雌火竜の上棘,2
リオソウルヘルム,0,0,6,3,6,9,58,125,3,0,0,-2,-4,達人,1,体力,-3,聴覚保護,1,斬れ味,2,,,蒼火竜の堅殻,2,蒼火竜の翼,1,火竜の紅玉,1,マレコガネ,3
リオソウルキャップ,0,0,6,3,6,9,29,80,4,1,1,-1,-3,達人,1,体力,-3,聴覚保護,2,通常弾強化,2,,,蒼火竜の堅殻,2,蒼火竜の翼,1,火竜の紅玉,1,マレコガネ,3
レックスＵヘルム,0,0,6,0,6,9,59,126,2,-4,-2,0,-1,聴覚保護,3,研ぎ師,-2,観察眼,3,食事,4,,,黒轟竜の鋭牙,3,轟竜のアギト,1,轟竜の頭殻,2,鎧竜の堅殻,1
レックスＵキャップ,0,0,6,0,6,9,29,80,3,-3,-1,1,0,反動,-2,聴覚保護,3,観察眼,3,食事,4,,,黒轟竜の鋭牙,3,轟竜のアギト,1,轟竜の頭殻,2,鎧竜の堅殻,1
ジンオウＵヘルム,0,0,6,2,6,9,53,124,0,-4,-5,0,4,回避性能,2,溜め短縮,2,無傷,1,龍属性攻撃,1,回復量,-2,獄狼竜の尖角,3,獄狼竜の龍毛,4,獄狼竜の堅殻,3,フルクライト鉱石,3
ジンオウＵキャップ,0,0,6,2,6,9,27,79,1,-3,-4,1,5,回避性能,2,無傷,1,装填数,2,龍属性攻撃,1,回復量,-2,獄狼竜の尖角,3,獄狼竜の龍毛,4,獄狼竜の堅殻,3,フルクライト鉱石,3
グラビドＵヘルム,0,0,6,2,6,9,58,125,3,-5,1,1,1,防御,1,ガード強化,3,スタミナ,-3,,,,,黒鎧竜の堅殻,5,黒鎧竜の頭殻,1,竜玉,1,マレコガネ,3
グラビドＵキャップ,0,0,6,2,6,9,29,80,4,-4,2,2,2,防御,1,ガード強化,3,スタミナ,-3,,,,,黒鎧竜の堅殻,5,黒鎧竜の頭殻,1,竜玉,1,マレコガネ,3
ブラキＳヘルム,0,0,6,2,6,9,57,126,3,-4,0,-2,0,抜刀会心,1,闘魂,2,回避性能,-2,底力,2,爆弾強化,2,砕竜の堅黒曜甲,3,砕竜の尖頭殻,2,なぞの粘菌,3,獄炎石,4
ブラキＳキャップ,0,0,6,2,6,9,28,80,4,-3,1,-1,1,速射,1,闘魂,2,回避性能,-2,底力,3,爆弾強化,2,砕竜の堅黒曜甲,3,砕竜の尖頭殻,2,なぞの粘菌,3,獄炎石,4
バンギスヘルム,0,0,6,0,7,9,62,127,0,0,-4,1,-4,攻撃,3,斬れ味,2,食事,5,腹減り,-2,,,恐暴竜の頭殻,2,恐暴竜の黒皮,4,恐暴竜の唾液,3,カワズの殿油,1
バンギスキャップ,0,0,6,0,7,9,31,80,1,1,-3,2,-3,反動,1,攻撃,4,食事,3,腹減り,-2,,,恐暴竜の頭殻,2,恐暴竜の黒皮,4,恐暴竜の唾液,3,カワズの殿油,1
バサルＵヘルム,0,0,6,1,5,99,53,124,0,-2,0,-3,1,ガード性能,3,耐暑,2,毒,2,麻痺,-2,,,桃岩竜の堅殻,3,岩竜の涙,1,小金魚,5,ユニオン鉱石,3
バサルＵキャップ,0,0,6,1,5,99,27,79,1,-1,1,-2,2,通常弾強化,2,耐暑,2,毒,2,麻痺,-2,,,桃岩竜の堅殻,3,岩竜の涙,1,小金魚,5,ユニオン鉱石,3
キリンＳホーン,0,0,6,1,8,99,60,127,-3,-3,5,-1,3,属性解放,2,属性耐性,2,運気,-2,属性攻撃,2,,,キリンの上皮,6,キリンの蒼角,3,キリンの雷尾,5,イカしたクチバシ,3
