#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
クックＳグリーヴ,0,1,4,1,4,99,43,118,3,0,-2,-4,2,攻撃,4,聴覚保護,-2,スタミナ,2,火耐性,2,,,怪鳥の地獄耳,1,怪鳥の堅殻,2,怪鳥の翼膜,2,ランポスの上皮,4
クックＳレギンス,0,2,4,1,4,99,21,78,4,1,-1,-3,3,攻撃,4,聴覚保護,-2,スタミナ,2,火耐性,2,,,怪鳥の地獄耳,1,怪鳥の堅殻,2,怪鳥の翼膜,2,ランポスの上皮,4
ランゴグリーヴ,0,1,4,0,4,99,36,117,-5,-5,2,-4,2,特殊攻撃,3,対防御DOWN,3,毒,-2,麻痺,2,,,ランゴスタの薄羽,2,モンスターの濃汁,1,ドスヘラクレス,2,,
ランゴレギンス,0,2,4,0,4,99,18,77,-4,-4,3,-3,3,特殊攻撃,3,対防御DOWN,3,毒,-2,麻痺,2,,,ランゴスタの薄羽,2,モンスターの濃汁,1,ドスヘラクレス,2,,
ガレオスグリーヴ,0,1,4,0,4,7,40,117,-3,2,-4,2,0,防御,5,耐暑,1,腹減り,3,気絶,-3,,,砂竜の上鱗,2,砂竜の上ヒレ,2,ノヴァクリスタル,1,硬化薬グレート,2
ガレオスレギンス,0,2,4,0,4,7,20,77,-2,3,-3,3,1,防御,5,耐暑,1,腹減り,3,気絶,-3,,,砂竜の上鱗,2,砂竜の上ヒレ,2,ノヴァクリスタル,1,硬化薬グレート,2
ラングログリーヴ,0,1,4,0,5,99,47,120,1,-3,0,-1,1,胴系統倍加,1,,,,,,,,,赤甲獣の堅殻,2,魅惑色の翼膜,3,ユニオン鉱石,2,,
ラングロレギンス,0,2,4,0,5,99,24,79,2,-2,1,0,2,胴系統倍加,1,,,,,,,,,赤甲獣の堅殻,2,魅惑色の翼膜,3,ユニオン鉱石,2,,
ザザミグリーヴ,0,1,4,1,4,7,40,117,-3,3,-4,0,1,防御,3,ガード性能,3,雷耐性,-2,,,,,盾蟹の堅殻,1,盾蟹の尖爪,1,上質な鳥竜骨,2,ドラグライト鉱石,5
ザザミレギンス,0,2,4,1,4,7,20,77,-2,4,-3,1,2,防御,3,精密射撃,3,雷耐性,-2,,,,,盾蟹の堅殻,1,盾蟹の尖爪,1,上質な鳥竜骨,2,ドラグライト鉱石,5
ペッコグリーヴ,0,1,4,1,4,7,36,117,2,-1,0,-3,0,氷耐性,-1,観察眼,2,広域,3,笛,3,,,徹甲虫の堅殻,4,極彩色の羽根,2,上竜骨,4,,
ペッコレギンス,0,2,4,1,4,7,18,77,3,0,1,-2,1,氷耐性,-1,観察眼,2,広域,3,笛,3,,,徹甲虫の堅殻,4,極彩色の羽根,2,上竜骨,4,,
ガノスグリーヴ,0,1,4,2,99,4,20,122,-4,3,-5,2,2,捕獲,2,スタミナ,4,耐暑,2,高速設置,2,,,水竜の鱗,1,水竜のヒレ,2,ライトクリスタル,2,,
ガノスレギンス,0,2,4,1,99,4,10,76,-3,4,-4,3,3,捕獲,2,スタミナ,4,耐暑,2,高速設置,2,,,水竜の鱗,1,水竜のヒレ,2,ライトクリスタル,2,,
レザーＳグリーヴ,0,1,4,1,4,7,22,114,-2,0,0,0,2,採取,3,運気,-1,高速収集,2,,,,,上質な毛皮,2,上竜骨,2,盾虫の堅殻,1,,
レザーＳレギンス,0,2,4,1,4,7,11,75,-1,1,1,1,3,採取,1,運気,-1,高速収集,2,,,,,上質な毛皮,2,上竜骨,2,盾虫の堅殻,1,,
ブレイブＳグリーヴ,0,1,4,0,4,7,18,114,3,0,0,0,2,体力,-1,回復速度,1,乗り,4,,,,,天空の結晶,3,上質な毛皮,1,上質な鳥竜骨,2,大地の結晶,2
ブレイブＳレギンス,0,2,4,1,4,7,9,75,4,1,1,1,3,体力,-1,回復速度,1,乗り,2,,,,,天空の結晶,3,上質な毛皮,1,上質な鳥竜骨,2,大地の結晶,2
チェーンＳグリーヴ,0,1,4,1,4,7,23,115,2,2,-3,1,0,体力,2,調合成功率,2,腹減り,2,睡眠,-2,,,カブレライト鉱石,2,マカライト鉱石,2,鉄鉱石,5,,
チェーンＳレギンス,0,2,4,1,4,7,11,75,3,3,-2,2,1,体力,2,調合成功率,2,腹減り,2,睡眠,-2,,,カブレライト鉱石,2,マカライト鉱石,2,鉄鉱石,5,,
ハンターＳグリーヴ,0,1,4,1,4,7,26,116,0,2,-4,0,0,千里眼,3,調合成功率,2,狩人,3,毒,-1,,,カブレライト鉱石,1,暖かい毛皮,2,氷結晶,3,大地の結晶,2
ハンターＳレギンス,0,2,4,1,4,7,13,75,1,3,-3,1,1,千里眼,3,調合成功率,3,狩人,3,毒,-1,,,カブレライト鉱石,1,暖かい毛皮,2,氷結晶,3,大地の結晶,2
ボーンＳグリーヴ,0,1,4,0,4,7,27,117,2,0,-1,-3,0,KO,2,観察眼,1,笛,4,睡眠,-1,,,上質な鳥竜骨,2,竜骨【小】,3,上竜骨,2,,
ボーンＳレギンス,0,2,4,0,4,7,13,75,3,1,0,-2,1,KO,2,観察眼,1,笛,4,睡眠,-1,,,上質な鳥竜骨,2,竜骨【小】,3,上竜骨,2,,
アロイＳグリーヴ,0,1,4,0,4,7,28,116,-1,2,-3,-2,0,胴系統倍加,1,,,,,,,,,カブレライト鉱石,3,レビテライト鉱石,3,紅蓮石,3,氷結晶,5
アロイＳレギンス,0,2,4,0,4,7,14,75,0,3,-2,-1,1,胴系統倍加,1,,,,,,,,,カブレライト鉱石,3,レビテライト鉱石,3,紅蓮石,3,氷結晶,5
クロムメタルブーツ,0,1,4,0,5,8,40,117,2,-2,0,0,0,胴系統倍加,1,,,,,,,,,堅竜骨,6,ノヴァクリスタル,1,,,,
クロムメタルフット,0,2,4,0,5,8,20,77,3,-1,1,1,1,胴系統倍加,1,,,,,,,,,堅竜骨,6,ノヴァクリスタル,1,,,,
マギュルライース,0,1,4,0,4,7,19,121,-4,1,0,2,0,属性解放,2,溜め短縮,3,調合成功率,1,調合数,2,回復速度,1,ペピポパンプキン,4,ドスヘラクレス,8,はじけクルミ,10,雷光虫,4
マギュルヴルツェル,0,2,4,0,4,7,9,75,-3,2,1,3,1,属性解放,2,溜め短縮,3,調合成功率,1,調合数,2,回復速度,1,ペピポパンプキン,4,ドスヘラクレス,8,はじけクルミ,10,雷光虫,4
ロワーガガンバ,1,1,4,2,3,5,18,120,-4,0,3,-1,1,剣術,1,聴覚保護,5,龍属性攻撃,2,加護,-1,ハチミツ,3,オオクワアゲハ,1,レビテライト鉱石,2,モンスターの体液,3,ツチハチノコ,10
ロワーガフェムル,1,2,4,2,3,5,9,75,-3,1,4,0,2,速射,1,聴覚保護,5,龍属性攻撃,2,加護,-1,ハチミツ,3,オオクワアゲハ,1,レビテライト鉱石,2,モンスターの体液,3,ツチハチノコ,10
ファルメルガンバ,2,1,4,2,3,5,18,120,-4,0,3,-1,1,剣術,1,聴覚保護,5,龍属性攻撃,2,加護,-1,ハチミツ,3,オオクワアゲハ,1,レビテライト鉱石,2,モンスターの体液,3,ツチハチノコ,10
ファルメルフェムル,2,2,4,2,3,5,9,75,-3,1,4,0,2,速射,1,聴覚保護,5,龍属性攻撃,2,加護,-1,ハチミツ,3,オオクワアゲハ,1,レビテライト鉱石,2,モンスターの体液,3,ツチハチノコ,10
Ｋ・ロブスタグリーヴ,0,1,4,1,99,4,16,118,-2,5,-5,2,-2,回避性能,1,回避距離,4,火耐性,-3,,,,,エビの小殻,1,エビの尾扇,1,化け鮫のヒレ,1,マカライト鉱石,3
Ｋ・ロブスタレギンス,0,2,4,1,99,4,8,74,-1,6,-4,3,-1,回避性能,1,回避距離,4,火耐性,-3,,,,,エビの小殻,1,エビの尾扇,1,化け鮫のヒレ,1,マカライト鉱石,3
ガーディアンブーツ,1,1,4,2,2,99,18,120,0,0,0,0,0,採取,-2,運気,1,砲術,3,加護,2,,,ドラグライト鉱石,2,闘技王のコイン,3,鳥竜のコイン,3,,
ガーディアンフット,1,2,4,2,2,99,9,75,1,1,1,1,1,採取,-2,運気,1,広域,2,加護,2,,,ドラグライト鉱石,2,闘技王のコイン,3,鳥竜のコイン,3,,
ヘルパーソックス,2,1,4,2,2,99,18,120,0,0,0,0,0,採取,-2,運気,1,砲術,3,加護,2,,,ドラグライト鉱石,2,闘技王のコイン,3,鳥竜のコイン,3,,
ヘルパータイツ,2,2,4,2,2,99,9,75,1,1,1,1,1,採取,-2,運気,1,広域,2,加護,2,,,ドラグライト鉱石,2,闘技王のコイン,3,鳥竜のコイン,3,,
ギルドバードブーツ,1,1,4,0,3,99,20,122,0,0,0,0,0,胴系統倍加,1,,,,,,,,,レビテライト鉱石,1,蟲のコイン,2,鳥竜のコイン,3,闘技王のコイン,3
ギルドバードフット,1,2,4,0,3,99,10,76,1,1,1,1,1,胴系統倍加,1,,,,,,,,,レビテライト鉱石,1,蟲のコイン,2,鳥竜のコイン,3,闘技王のコイン,3
スカラーソックス,2,1,4,0,3,99,20,122,0,0,0,0,0,胴系統倍加,1,,,,,,,,,レビテライト鉱石,1,蟲のコイン,2,鳥竜のコイン,3,闘技王のコイン,3
スカラーサンダル,2,2,4,0,3,99,10,76,1,1,1,1,1,胴系統倍加,1,,,,,,,,,レビテライト鉱石,1,蟲のコイン,2,鳥竜のコイン,3,闘技王のコイン,3
コンガＵグリーヴ,0,1,5,1,4,7,40,117,1,0,0,-4,3,底力,2,爆弾強化,2,腹減り,-1,,,,,緑毛獣の剛毛,3,緑毛獣の鋭牙,4,堅牢な骨,2,ドラグライト鉱石,4
コンガＵレギンス,0,2,5,1,4,7,20,77,2,1,1,-3,4,底力,2,爆弾強化,2,腹減り,-1,,,,,緑毛獣の剛毛,3,緑毛獣の鋭牙,4,堅牢な骨,2,ドラグライト鉱石,4
ゲリョスＳグリーヴ,0,1,5,1,4,7,47,120,-5,2,3,-2,0,達人,2,スタミナ,4,腹減り,-2,毒,1,,,ゴム質の上皮,4,モンスターの濃汁,2,大地の結晶,5,ゲネポスの上皮,5
ゲリョスＳレギンス,0,2,5,1,4,7,23,78,-4,3,4,-1,1,達人,2,スタミナ,4,腹減り,-2,毒,1,,,ゴム質の上皮,4,モンスターの濃汁,2,大地の結晶,5,ゲネポスの上皮,5
カブラＳグリーヴ,0,1,5,0,4,7,48,121,3,-5,-4,0,2,胴系統倍加,1,,,,,,,,,鬼蛙の尖爪,2,鬼蛙の堅殻,3,鬼蛙の上鱗,3,堅牢な骨,2
カブラＳレギンス,0,2,5,0,4,7,24,78,4,-4,-3,1,3,胴系統倍加,1,,,,,,,,,鬼蛙の尖爪,2,鬼蛙の堅殻,3,鬼蛙の上鱗,3,堅牢な骨,2
スキュラＳグリーヴ,0,1,5,2,4,7,48,121,-3,3,-3,2,3,達人,2,観察眼,2,腹減り,-3,毒,2,,,影蜘蛛の堅殻,3,睡眠袋,4,ゴム質の上皮,2,盾虫の堅殻,5
スキュラＳレギンス,0,2,5,2,4,7,24,78,-2,4,-2,3,4,達人,2,観察眼,2,腹減り,-3,毒,2,,,影蜘蛛の堅殻,3,睡眠袋,4,ゴム質の上皮,2,盾虫の堅殻,5
ザボアＳグリーヴ,0,1,5,1,5,8,53,124,-4,3,-5,3,0,重撃,3,氷属性攻撃,2,肉食,3,腹減り,-2,,,化け鮫の上鱗,2,化け鮫の上皮,4,化け鮫の上ヒレ,2,凍結袋,3
ザボアＳレギンス,0,2,5,1,5,8,27,79,-3,4,-4,4,1,重撃,2,氷属性攻撃,1,肉食,3,腹減り,-2,,,化け鮫の上鱗,2,化け鮫の上皮,4,化け鮫の上ヒレ,2,凍結袋,3
ガララＳグリーヴ,0,1,5,0,5,8,55,124,3,-3,0,-5,3,捕獲,5,聴覚保護,2,気まぐれ,-3,麻痺,2,,,絞蛇竜の堅殻,5,絞蛇竜の上鳴甲,6,尖竜骨,3,竜骨【大】,3
ガララＳレギンス,0,2,5,0,5,8,28,80,4,-2,1,-4,4,捕獲,5,聴覚保護,2,気まぐれ,-3,麻痺,2,,,絞蛇竜の堅殻,5,絞蛇竜の上鳴甲,6,尖竜骨,3,竜骨【大】,3
フルフルＳグリーヴ,0,1,5,1,5,8,50,121,-5,1,1,2,1,雷属性攻撃,3,広域,2,回復速度,3,気絶,-1,,,真珠色の柔皮,3,カブレライト鉱石,3,ドスヘラクレス,4,生命の粉塵,3
フルフルＳレギンス,0,2,5,1,5,8,25,79,-4,2,2,3,2,雷属性攻撃,3,広域,2,回復速度,3,気絶,-1,,,真珠色の柔皮,3,カブレライト鉱石,3,ドスヘラクレス,4,生命の粉塵,3
レイアＳグリーヴ,0,1,5,1,5,8,50,121,3,0,-2,0,-4,体力,5,火属性攻撃,1,回復量,2,回復速度,-2,,,雌火竜の堅殻,4,雌火竜の上鱗,4,尖竜骨,3,ドラグライト鉱石,5
レイアＳレギンス,0,2,5,1,5,8,25,79,4,1,-1,1,-3,体力,5,火属性攻撃,1,回復量,2,回復速度,-2,,,雌火竜の堅殻,4,雌火竜の上鱗,4,尖竜骨,3,ドラグライト鉱石,5
レウスＳグリーヴ,0,1,5,1,5,8,57,126,3,0,-2,0,-4,攻撃,3,火属性攻撃,3,回復量,-2,,,,,火竜の堅殻,6,火竜の延髄,2,火竜の鱗,6,紅蓮石,4
レウスＳレギンス,0,2,5,1,5,8,28,80,4,1,-1,1,-3,攻撃,3,火属性攻撃,3,回復量,-2,,,,,火竜の堅殻,6,火竜の延髄,2,火竜の鱗,6,紅蓮石,4
レックスＳグリーヴ,0,1,5,0,5,8,55,124,2,-1,-4,0,-2,攻撃,4,研ぎ師,-2,千里眼,3,食いしん坊,3,,,轟竜の上鱗,6,轟竜の尖爪,4,轟竜の甲殻,4,盾虫の堅殻,4
レックスＳレギンス,0,2,5,0,5,8,28,80,3,0,-3,1,-1,反動,-2,攻撃,4,千里眼,3,食いしん坊,3,,,轟竜の上鱗,6,轟竜の尖爪,4,轟竜の甲殻,4,盾虫の堅殻,4
ジンオウＳグリーヴ,0,1,5,0,5,8,52,123,0,-2,3,-4,1,匠,2,本気,4,斬れ味,2,雷属性攻撃,3,気配,-3,雷狼竜の堅殻,5,雷狼竜の尖爪,5,雷狼竜の高電殻,3,超電雷光虫,10
ジンオウＳレギンス,0,2,5,0,5,8,26,79,1,-1,4,-3,2,装填速度,3,本気,4,無傷,1,雷属性攻撃,3,気配,-3,雷狼竜の堅殻,5,雷狼竜の尖爪,5,雷狼竜の高電殻,3,超電雷光虫,10
セルタスＳグリーヴ,0,1,5,1,5,8,53,124,-4,3,-1,-3,3,捕獲,4,砲術,1,斬れ味,2,気力回復,-3,,,重甲虫の鋭爪,3,重甲虫の堅胸殻,5,重甲虫の大顎,2,濃縮重甲エキス,1
セルタスＳレギンス,0,2,5,1,5,8,27,79,-3,4,0,-2,4,砲術,1,装填数,3,榴弾追加,2,気力回復,-3,,,重甲虫の鋭爪,3,重甲虫の堅胸殻,5,重甲虫の大顎,2,濃縮重甲エキス,1
グラビドＳグリーヴ,0,1,5,2,5,8,57,126,3,-4,0,2,-3,防御,4,ガード性能,2,スタミナ,-2,,,,,鎧竜の堅殻,2,鎧竜の甲殻,4,堅竜骨,2,マレコガネ,2
グラビドＳレギンス,0,2,5,2,5,8,29,80,4,-3,1,3,-2,反動,2,防御,4,スタミナ,-2,,,,,鎧竜の堅殻,2,鎧竜の甲殻,4,堅竜骨,2,マレコガネ,2
クックＵグリーヴ,0,1,5,2,4,7,47,120,3,-4,-3,0,2,達人,2,火属性攻撃,2,水耐性,-2,,,,,青怪鳥の堅殻,2,怪鳥の地獄耳,1,怪鳥の翼膜,2,ランポスの上皮,4
クックＵレギンス,0,2,5,2,4,7,23,78,4,-3,-2,1,3,達人,2,火属性攻撃,2,水耐性,-2,,,,,青怪鳥の堅殻,2,怪鳥の地獄耳,1,怪鳥の翼膜,2,ランポスの上皮,4
バサルＳグリーヴ,0,1,5,2,5,99,50,121,-1,-2,1,1,-3,納刀,1,食事,2,腹減り,-2,耐泥耐雪,3,,,岩竜の堅殻,3,カブレライト鉱石,5,猛毒袋,3,ランポスの上鱗,5
バサルＳレギンス,0,2,5,2,5,99,25,79,0,-1,2,2,-2,納刀,1,食事,2,腹減り,-2,耐泥耐雪,2,,,岩竜の堅殻,3,カブレライト鉱石,5,猛毒袋,3,ランポスの上鱗,5
ガルルガＳグリーヴ,0,1,5,2,6,9,60,127,3,-4,3,-4,1,達人,3,聴覚保護,1,斬れ味,2,,,,,黒狼鳥の上鱗,5,黒狼鳥の堅殻,3,黒狼鳥の翼,2,ドスヘラクレス,4
ガルルガＳレギンス,0,2,5,2,6,9,30,80,4,-3,4,-3,2,達人,3,聴覚保護,1,貫通弾強化,2,,,,,黒狼鳥の上鱗,5,黒狼鳥の堅殻,3,黒狼鳥の翼,2,ドスヘラクレス,4
モノブロＳグリーヴ,0,1,5,1,99,8,57,126,0,2,-3,-4,2,攻撃,6,底力,2,加護,-1,,,,,一角竜の堅甲,2,上質な真紅の角,1,一角竜の堅殻,4,マレコガネ,3
モノブロＳレギンス,0,2,5,1,99,8,29,80,1,3,-2,-3,3,攻撃,6,底力,2,加護,-1,,,,,一角竜の堅甲,2,上質な真紅の角,1,一角竜の堅殻,4,マレコガネ,3
ブランゴグリーヴ,0,1,5,2,5,99,55,124,-4,2,0,2,1,攻撃,2,耐暑,-2,耐寒,1,耐泥耐雪,2,,,雪獅子の剛毛,2,白兎獣の剛毛,6,堅竜骨,1,上質な毛皮,2
ブランゴレギンス,0,2,5,2,5,99,28,80,-3,3,1,3,2,攻撃,2,耐暑,-2,耐寒,1,耐泥耐雪,2,,,雪獅子の剛毛,2,白兎獣の剛毛,6,堅竜骨,1,上質な毛皮,2
ガブルグリーヴ,0,1,5,3,5,99,52,123,-2,3,-4,0,1,達人,1,食事,1,回復速度,-2,,,,,灯魚竜の上棘,2,灯魚竜の上皮,4,化け鮫の上ヒレ,2,化け鮫の刃尾,1
ガブルレギンス,0,2,5,3,5,99,26,79,-1,4,-3,1,2,達人,1,食事,1,回復速度,-2,,,,,灯魚竜の上棘,2,灯魚竜の上皮,4,化け鮫の上ヒレ,2,化け鮫の刃尾,1
ベリオグリーヴ,0,1,5,1,5,99,57,126,-5,0,-1,3,0,回避性能,3,氷属性攻撃,2,体術,3,気力回復,-2,,,氷牙竜の上毛皮,5,白兎獣の凍爪,3,白兎獣の剛毛,4,,
ベリオレギンス,0,2,5,1,5,99,29,80,-4,1,0,4,1,回避性能,3,氷属性攻撃,2,体術,3,気力回復,-2,,,氷牙竜の上毛皮,5,白兎獣の凍爪,3,白兎獣の剛毛,4,,
ハイメタＳグリーヴ,0,1,5,1,99,7,18,114,-2,-2,3,-1,0,防御,3,研ぎ師,2,毒,-2,,,,,※店売り,1,,,,,,
ハイメタＳレギンス,0,2,5,1,99,7,9,75,-1,-1,4,0,1,防御,3,通常弾強化,2,毒,-2,,,,,※店売り,1,,,,,,
イーオスーツフット,0,1,5,2,5,8,41,116,2,1,1,1,1,運気,3,毒,3,気絶,-2,,,,,イーオスの上皮,2,ドスイーオスの皮,2,イーオスの上鱗,3,肉厚な上皮,3
イーオスーツタイツ,0,2,5,2,5,8,21,78,3,2,2,2,2,採取,-3,運気,2,火耐性,2,,,,,イーオスの上皮,2,ドスイーオスの皮,2,イーオスの上鱗,3,肉厚な上皮,3
オウビートガンバ,1,1,5,1,5,99,43,118,3,-5,3,-4,2,採取,2,回避性能,2,特殊攻撃,2,耐寒,-2,,,オオツノアゲハ,1,マレコガネ,1,モンスターの濃汁,3,凍結袋,2
オウビートフェムル,1,2,5,1,5,99,21,78,4,-4,5,-3,2,採取,2,回避性能,2,特殊攻撃,2,耐寒,-2,,,オオツノアゲハ,1,マレコガネ,1,モンスターの濃汁,3,凍結袋,2
パピメルガンバ,2,1,5,1,5,99,43,118,3,-5,3,-4,2,採取,2,回避性能,2,特殊攻撃,2,耐寒,-2,,,オオツノアゲハ,1,マレコガネ,1,モンスターの濃汁,3,凍結袋,2
パピメルフェムル,2,2,5,1,5,99,21,78,4,-4,5,-3,2,採取,2,回避性能,2,特殊攻撃,2,耐寒,-2,,,オオツノアゲハ,1,マレコガネ,1,モンスターの濃汁,3,凍結袋,2
アーティアＳグリーヴ,0,1,5,1,5,9,51,122,0,-3,-3,2,3,属性解放,5,匠,2,ガード強化,3,,,,,太古の破片,5,獄炎石,3,さびた破片,2,ユニオン鉱石,5
アーティアＳレギンス,0,2,5,1,5,9,26,79,1,-2,-2,3,4,属性解放,3,反動,3,速射,4,,,,,太古の破片,5,獄炎石,3,さびた破片,2,ユニオン鉱石,5
三眼の足輪,0,0,5,3,4,7,18,77,-3,0,0,3,1,,,,,,,,,,,カブレライト鉱石,3,ノヴァクリスタル,2,,,,
ゴアＳグリーヴ,0,1,6,0,5,99,52,123,-5,3,-3,2,-2,細菌学,3,闘魂,3,火耐性,-2,狂撃耐性,4,,,黒蝕竜の堅殻,5,黒蝕竜の上鱗,4,黒蝕竜の鋭惨爪,5,ノヴァクリスタル,1
ゴアＳレギンス,0,2,6,0,5,99,26,79,-4,4,-2,3,-1,細菌学,3,闘魂,3,火耐性,-2,狂撃耐性,4,,,黒蝕竜の堅殻,5,黒蝕竜の上鱗,4,黒蝕竜の鋭惨爪,5,ノヴァクリスタル,1
レギオスＳグリーヴ,0,1,6,1,99,9,58,125,3,0,-3,-2,0,剣術,1,研ぎ師,-1,体術,3,裂傷,2,,,千刃竜の鋭刃鱗,5,千刃竜の刻爪,5,千刃竜の尖翼爪,3,堅竜骨,6
レギオスＳレギンス,0,2,6,1,99,9,29,80,4,1,-2,-1,1,装填速度,-1,反動,1,体術,3,裂傷,2,,,千刃竜の鋭刃鱗,5,千刃竜の刻爪,5,千刃竜の尖翼爪,3,堅竜骨,6
ゲリョスＵグリーヴ,0,1,6,0,4,7,48,121,-5,2,3,-2,0,達人,-1,風圧,3,気絶,2,,,,,ゴム質の紫皮,3,モンスターの濃汁,2,大地の結晶,5,ゲネポスの上皮,5
ゲリョスＵレギンス,0,2,6,0,4,7,24,78,-4,3,4,-1,1,達人,-1,風圧,3,気絶,2,,,,,ゴム質の紫皮,3,モンスターの濃汁,2,大地の結晶,5,ゲネポスの上皮,5
フルフルＵグリーヴ,0,1,6,2,5,8,51,122,1,-5,1,2,1,回復量,2,広域,2,回復速度,-2,,,,,魅惑色の柔皮,2,魅惑色の翼膜,2,モンスターの濃汁,2,マレコガネ,3
フルフルＵレギンス,0,2,6,2,5,8,26,79,2,-4,2,3,2,回復量,2,広域,2,回復速度,-2,,,,,魅惑色の柔皮,2,魅惑色の翼膜,2,モンスターの濃汁,2,マレコガネ,3
リオハートグリーヴ,0,1,6,1,5,8,51,122,3,0,-2,0,-4,底力,2,火属性攻撃,1,風圧,4,気配,-1,,,桜火竜の堅殻,2,桜火竜の上鱗,4,尖竜骨,3,カブレライト鉱石,5
リオハートレギンス,0,2,6,1,5,8,26,79,4,1,-1,1,-3,底力,3,火属性攻撃,1,風圧,4,気配,-1,,,桜火竜の堅殻,2,桜火竜の上鱗,4,尖竜骨,3,カブレライト鉱石,5
リオソウルグリーヴ,0,1,6,1,6,9,58,125,3,0,0,-2,-4,達人,3,体力,-2,聴覚保護,3,斬れ味,2,,,蒼火竜の堅殻,2,蒼火竜の上鱗,3,火竜の紅玉,1,獄炎石,2
リオソウルレギンス,0,2,6,0,6,9,29,80,4,1,1,-1,-3,達人,3,体力,-2,聴覚保護,3,通常弾強化,3,,,蒼火竜の堅殻,2,蒼火竜の上鱗,3,火竜の紅玉,1,獄炎石,2
レックスＵグリーヴ,0,1,6,2,6,9,59,126,2,-4,-2,0,-1,聴覚保護,2,研ぎ師,-2,観察眼,2,食事,2,,,黒轟竜の上鱗,5,黒轟竜の尖爪,5,黒轟竜の堅殻,3,鬼蛙の堅殻,2
レックスＵレギンス,0,2,6,2,6,9,29,80,3,-3,-1,1,0,反動,-2,聴覚保護,2,観察眼,2,食事,2,,,黒轟竜の上鱗,5,黒轟竜の尖爪,5,黒轟竜の堅殻,3,鬼蛙の堅殻,2
ジンオウＵグリーヴ,0,1,6,1,6,9,53,124,0,-4,-5,0,4,回避性能,3,溜め短縮,1,無傷,3,龍属性攻撃,2,回復量,-2,獄狼竜の堅殻,5,獄狼竜の尖爪,5,獄狼竜の龍殻,3,蝕龍蟲,10
ジンオウＵレギンス,0,2,6,1,6,9,27,79,1,-3,-4,1,5,回避性能,2,無傷,2,装填数,1,龍属性攻撃,3,回復量,-3,獄狼竜の堅殻,5,獄狼竜の尖爪,5,獄狼竜の龍殻,3,蝕龍蟲,10
グラビドＵグリーヴ,0,1,6,2,6,9,58,125,3,-5,1,1,1,防御,2,ガード強化,2,スタミナ,-3,,,,,黒鎧竜の堅殻,2,鎧竜の堅殻,1,堅竜骨,3,ゴム質の上皮,3
グラビドＵレギンス,0,2,6,2,6,9,29,80,4,-4,2,2,2,防御,2,ガード強化,2,スタミナ,-3,,,,,黒鎧竜の堅殻,2,鎧竜の堅殻,1,堅竜骨,3,ゴム質の上皮,3
ブラキＳグリーヴ,0,1,6,1,6,9,57,126,3,-4,0,-2,0,闘魂,3,回避性能,-2,底力,2,爆弾強化,2,回避距離,1,砕竜の堅殻,4,砕竜の堅黒曜甲,2,砕竜の剛拳,2,フルクライト鉱石,3
ブラキＳレギンス,0,2,6,1,6,9,28,80,4,-3,1,-1,1,闘魂,3,回避性能,-2,底力,2,爆弾強化,2,回避距離,1,砕竜の堅殻,4,砕竜の堅黒曜甲,2,砕竜の剛拳,2,フルクライト鉱石,3
バンギスグリーヴ,0,1,6,3,7,9,62,127,0,0,-4,1,-4,攻撃,1,斬れ味,3,腹減り,-2,,,,,恐暴竜の鉤爪,4,恐暴竜の黒鱗,6,恐暴竜の唾液,3,黒蝕竜の逆鱗,1
バンギスレギンス,0,2,6,3,7,9,31,80,1,1,-3,2,-3,反動,2,攻撃,1,食事,1,腹減り,-2,,,恐暴竜の鉤爪,4,恐暴竜の黒鱗,6,恐暴竜の唾液,3,黒蝕竜の逆鱗,1
バサルＵグリーヴ,0,1,6,2,5,99,53,124,0,-2,0,-3,1,ガード性能,2,耐暑,1,毒,2,麻痺,-2,,,桃岩竜の堅殻,3,カブレライト鉱石,5,ドスゲネポスの尾,2,強靭な鳥竜皮,3
バサルＵレギンス,0,2,6,2,5,99,27,79,1,-1,1,-2,2,通常弾強化,1,耐暑,1,毒,2,麻痺,-2,,,桃岩竜の堅殻,3,カブレライト鉱石,5,ドスゲネポスの尾,2,強靭な鳥竜皮,3
キリンＳレガース,0,1,6,1,8,99,60,127,-3,-3,5,-1,3,属性解放,2,属性耐性,2,運気,-2,属性攻撃,3,,,キリンの上皮,4,キリンの雷尾,3,黒狼鳥の堅殻,6,電撃袋,3
キリンＳブーツ,0,2,6,1,8,99,30,80,-2,-2,6,0,4,属性解放,2,属性耐性,2,運気,-2,属性攻撃,2,,,キリンの上皮,4,キリンの雷尾,3,黒狼鳥の堅殻,6,電撃袋,3
ラギアグリーヴ,0,1,6,1,6,99,60,127,-5,1,3,-1,-1,属性解放,3,痛撃,2,特殊攻撃,-2,溜め短縮,3,,,海竜の高電殻,2,蒼火竜の上鱗,3,竜玉,1,,
ラギアレギンス,0,2,6,2,6,99,30,80,-4,2,4,0,0,属性解放,2,痛撃,2,特殊攻撃,-2,溜め短縮,3,,,海竜の高電殻,2,蒼火竜の上鱗,3,竜玉,1,,
